shipment_id,order_id,order_date,shipping_date,mode_id,region_id,scheduled_days,real_days,delay_days,is_late,is_on_time,sales,delivery_status
179443,76128,2018-01-16,2018-01-20,4,15,4,4,0,0,1,11.54,Shipping on time
179442,76127,2018-01-16,2018-01-19,4,15,4,3,0,0,1,11.54,Advance shipping
179441,76126,2018-01-16,2018-01-18,3,15,2,2,0,0,1,11.54,Shipping on time
179440,76125,2018-01-16,2018-01-22,3,15,2,6,4,1,0,11.54,Late delivery
179439,76124,2018-01-16,2018-01-21,4,15,4,5,1,1,0,11.54,Late delivery
179438,76123,2018-01-16,2018-01-20,3,17,2,4,2,1,0,11.54,Late delivery
179437,76122,2018-01-16,2018-01-19,3,17,2,3,1,1,0,11.54,Late delivery
179436,76121,2018-01-16,2018-01-18,4,15,4,2,0,0,1,11.54,Advance shipping
179435,76120,2018-01-16,2018-01-22,4,15,4,6,2,1,0,11.54,Late delivery
179434,76119,2018-01-16,2018-01-21,4,17,4,5,1,1,0,11.54,Late delivery
179433,76118,2018-01-16,2018-01-20,4,17,4,4,0,0,1,11.54,Shipping on time
179432,76117,2018-01-16,2018-01-19,4,16,4,3,0,0,1,11.54,Advance shipping
179431,76116,2018-01-16,2018-01-16,2,15,0,0,0,0,1,11.54,Shipping on time
179430,76115,2018-01-16,2018-01-16,2,17,0,0,0,0,1,11.54,Shipping on time
179429,76114,2018-01-16,2018-01-21,4,17,4,5,1,1,0,11.54,Late delivery
179428,76113,2018-01-16,2018-01-20,4,17,4,4,0,0,1,11.54,Shipping on time
179427,76112,2018-01-16,2018-01-19,4,17,4,3,0,0,1,11.54,Advance shipping
179426,76111,2018-01-16,2018-01-18,4,17,4,2,0,0,1,11.54,Advance shipping
179425,76110,2018-01-16,2018-01-22,4,16,4,6,2,1,0,11.54,Late delivery
179424,76109,2018-01-16,2018-01-21,4,15,4,5,1,1,0,11.54,Late delivery
179423,76108,2018-01-15,2018-01-19,4,15,4,4,0,0,1,11.54,Shipping on time
179422,76107,2018-01-15,2018-01-18,4,17,4,3,0,0,1,11.54,Advance shipping
179421,76106,2018-01-15,2018-01-17,4,17,4,2,0,0,1,11.54,Advance shipping
179420,76105,2018-01-15,2018-01-21,3,16,2,6,4,1,0,11.54,Late delivery
179419,76104,2018-01-15,2018-01-20,3,15,2,5,3,1,0,11.54,Late delivery
179418,76103,2018-01-15,2018-01-19,3,15,2,4,2,1,0,11.54,Late delivery
179417,76102,2018-01-15,2018-01-18,4,15,4,3,0,0,1,11.54,Advance shipping
179416,76101,2018-01-15,2018-01-17,4,16,4,2,0,0,1,11.54,Advance shipping
179415,76100,2018-01-15,2018-01-21,4,17,4,6,2,1,0,11.54,Late delivery
179414,76099,2018-01-15,2018-01-20,4,15,4,5,1,1,0,11.54,Late delivery
179413,76098,2018-01-15,2018-01-19,4,14,4,4,0,0,1,11.54,Shipping on time
179412,76097,2018-01-15,2018-01-17,1,14,1,2,1,1,0,11.54,Late delivery
179411,76096,2018-01-15,2018-01-17,1,16,1,2,1,1,0,11.54,Late delivery
179410,76095,2018-01-15,2018-01-21,3,16,2,6,4,1,0,11.54,Late delivery
179409,76094,2018-01-15,2018-01-20,3,16,2,5,3,1,0,11.54,Late delivery
179408,76093,2018-01-15,2018-01-19,3,17,2,4,2,1,0,11.54,Late delivery
179407,76092,2018-01-15,2018-01-17,1,17,1,2,1,1,0,11.54,Late delivery
179406,76091,2018-01-15,2018-01-17,4,17,4,2,0,0,1,11.54,Advance shipping
179405,76090,2018-01-15,2018-01-21,4,17,4,6,2,1,0,11.54,Late delivery
179404,76089,2018-01-15,2018-01-20,4,15,4,5,1,1,0,11.54,Late delivery
179403,76088,2018-01-15,2018-01-19,4,17,4,4,0,0,1,11.54,Shipping on time
179402,76087,2018-01-15,2018-01-18,4,17,4,3,0,0,1,11.54,Advance shipping
179401,76086,2018-01-15,2018-01-17,4,17,4,2,0,0,1,11.54,Advance shipping
179400,76085,2018-01-15,2018-01-21,4,14,4,6,2,1,0,11.54,Late delivery
179399,76084,2018-01-15,2018-01-20,4,14,4,5,1,1,0,11.54,Late delivery
179398,76083,2018-01-15,2018-01-19,3,14,2,4,2,1,0,11.54,Late delivery
179397,76082,2018-01-15,2018-01-17,1,14,1,2,1,1,0,11.54,Late delivery
179396,76081,2018-01-15,2018-01-17,1,15,1,2,1,1,0,11.54,Late delivery
179395,76080,2018-01-15,2018-01-21,3,15,2,6,4,1,0,11.54,Late delivery
179394,76079,2018-01-15,2018-01-20,3,16,2,5,3,1,0,11.54,Late delivery
179393,76078,2018-01-15,2018-01-19,3,16,2,4,2,1,0,11.54,Late delivery
179392,76077,2018-01-15,2018-01-16,2,17,0,1,1,1,0,11.54,Late delivery
179391,76076,2018-01-15,2018-01-17,4,17,4,2,0,0,1,11.54,Advance shipping
179390,76075,2018-01-15,2018-01-21,4,14,4,6,2,1,0,11.54,Late delivery
179389,76074,2018-01-15,2018-01-20,4,14,4,5,1,1,0,11.54,Late delivery
179388,76073,2018-01-15,2018-01-19,4,17,4,4,0,0,1,11.54,Shipping on time
179387,76072,2018-01-15,2018-01-18,4,17,4,3,0,0,1,11.54,Advance shipping
179386,76071,2018-01-15,2018-01-17,4,17,4,2,0,0,1,11.54,Advance shipping
179385,76070,2018-01-15,2018-01-21,4,17,4,6,2,1,0,11.54,Late delivery
179384,76069,2018-01-15,2018-01-20,4,17,4,5,1,0,1,11.54,Shipping canceled
179383,76068,2018-01-15,2018-01-19,4,17,4,4,0,0,1,11.54,Shipping on time
179382,76067,2018-01-15,2018-01-18,4,17,4,3,0,0,1,11.54,Advance shipping
179381,76066,2018-01-15,2018-01-17,4,17,4,2,0,0,1,11.54,Advance shipping
179380,76065,2018-01-15,2018-01-21,4,17,4,6,2,1,0,11.54,Late delivery
179379,76064,2018-01-15,2018-01-20,4,17,4,5,1,1,0,11.54,Late delivery
179378,76063,2018-01-15,2018-01-17,1,15,1,2,1,1,0,11.54,Late delivery
179377,76062,2018-01-15,2018-01-18,4,15,4,3,0,0,1,11.54,Advance shipping
179376,76061,2018-01-15,2018-01-17,4,15,4,2,0,0,1,11.54,Shipping canceled
179375,76060,2018-01-15,2018-01-21,4,17,4,6,2,1,0,11.54,Late delivery
179374,76059,2018-01-15,2018-01-20,4,17,4,5,1,1,0,11.54,Late delivery
179373,76058,2018-01-15,2018-01-19,4,14,4,4,0,0,1,11.54,Shipping on time
179372,76057,2018-01-15,2018-01-18,4,14,4,3,0,0,1,11.54,Advance shipping
179371,76056,2018-01-15,2018-01-17,4,14,4,2,0,0,1,11.54,Advance shipping
179370,76055,2018-01-15,2018-01-21,4,17,4,6,2,1,0,11.54,Late delivery
179369,76054,2018-01-15,2018-01-20,4,14,4,5,1,1,0,11.54,Late delivery
179368,76053,2018-01-15,2018-01-19,3,15,2,4,2,1,0,11.54,Late delivery
179367,76052,2018-01-15,2018-01-18,3,15,2,3,1,1,0,11.54,Late delivery
179366,76051,2018-01-15,2018-01-17,1,15,1,2,1,1,0,11.54,Late delivery
179365,76050,2018-01-15,2018-01-17,1,16,1,2,1,1,0,11.54,Late delivery
179364,76049,2018-01-15,2018-01-20,4,17,4,5,1,1,0,11.54,Late delivery
179363,76048,2018-01-15,2018-01-19,4,17,4,4,0,0,1,11.54,Shipping on time
179362,76047,2018-01-15,2018-01-18,4,16,4,3,0,0,1,11.54,Advance shipping
179361,76046,2018-01-15,2018-01-17,4,16,4,2,0,0,1,11.54,Advance shipping
179360,76045,2018-01-15,2018-01-21,4,16,4,6,2,1,0,11.54,Late delivery
179359,76044,2018-01-15,2018-01-20,4,16,4,5,1,1,0,11.54,Late delivery
179358,76043,2018-01-15,2018-01-19,4,14,4,4,0,0,1,11.54,Shipping on time
179357,76042,2018-01-15,2018-01-18,4,14,4,3,0,0,1,11.54,Advance shipping
179356,76041,2018-01-15,2018-01-17,4,14,4,2,0,0,1,11.54,Advance shipping
179355,76040,2018-01-14,2018-01-20,4,15,4,6,2,0,1,11.54,Shipping canceled
179354,76039,2018-01-14,2018-01-19,4,15,4,5,1,1,0,11.54,Late delivery
179353,76038,2018-01-14,2018-01-18,3,15,2,4,2,1,0,11.54,Late delivery
179352,76037,2018-01-14,2018-01-16,1,15,1,2,1,1,0,11.54,Late delivery
179351,76036,2018-01-14,2018-01-16,3,16,2,2,0,0,1,11.54,Shipping on time
179350,76035,2018-01-14,2018-01-16,1,17,1,2,1,1,0,11.54,Late delivery
179349,76034,2018-01-14,2018-01-16,1,17,1,2,1,1,0,11.54,Late delivery
179348,76033,2018-01-14,2018-01-18,4,17,4,4,0,0,1,11.54,Shipping on time
179347,76032,2018-01-14,2018-01-17,4,15,4,3,0,0,1,11.54,Advance shipping
179346,76031,2018-01-14,2018-01-16,4,15,4,2,0,0,1,11.54,Advance shipping
179345,76030,2018-01-14,2018-01-20,4,15,4,6,2,1,0,11.54,Late delivery
179344,76029,2018-01-14,2018-01-19,3,17,2,5,3,1,0,11.54,Late delivery
179343,76028,2018-01-14,2018-01-18,4,17,4,4,0,0,1,11.54,Shipping on time
179342,76027,2018-01-14,2018-01-17,4,17,4,3,0,0,1,11.54,Advance shipping
179341,76026,2018-01-14,2018-01-16,3,17,2,2,0,0,1,11.54,Shipping on time
179340,76025,2018-01-14,2018-01-20,3,17,2,6,4,1,0,11.54,Late delivery
179339,76024,2018-01-14,2018-01-19,4,17,4,5,1,1,0,11.54,Late delivery
179338,76023,2018-01-14,2018-01-18,3,15,2,4,2,0,1,11.54,Shipping canceled
179337,76022,2018-01-14,2018-01-17,4,15,4,3,0,0,1,11.54,Advance shipping
179336,76021,2018-01-14,2018-01-16,3,15,2,2,0,0,1,11.54,Shipping on time
179335,76020,2018-01-14,2018-01-20,4,14,4,6,2,1,0,11.54,Late delivery
179334,76019,2018-01-14,2018-01-19,4,17,4,5,1,1,0,11.54,Late delivery
179333,76018,2018-01-14,2018-01-18,4,16,4,4,0,0,1,11.54,Shipping on time
179332,76017,2018-01-14,2018-01-17,4,16,4,3,0,0,1,11.54,Advance shipping
179331,76016,2018-01-14,2018-01-16,4,16,4,2,0,0,1,11.54,Advance shipping
179330,76015,2018-01-14,2018-01-20,4,14,4,6,2,1,0,11.54,Late delivery
179329,76014,2018-01-14,2018-01-19,4,14,4,5,1,1,0,11.54,Late delivery
179328,76013,2018-01-14,2018-01-18,4,14,4,4,0,0,1,11.54,Shipping on time
179327,76012,2018-01-14,2018-01-17,4,14,4,3,0,0,1,11.54,Advance shipping
179326,76011,2018-01-14,2018-01-16,4,14,4,2,0,0,1,11.54,Advance shipping
179325,76010,2018-01-14,2018-01-20,4,14,4,6,2,1,0,11.54,Late delivery
179324,76009,2018-01-14,2018-01-19,4,14,4,5,1,1,0,11.54,Late delivery
179323,76008,2018-01-14,2018-01-18,3,15,2,4,2,1,0,11.54,Late delivery
179322,76007,2018-01-14,2018-01-17,3,15,2,3,1,1,0,11.54,Late delivery
179321,76006,2018-01-14,2018-01-16,4,15,4,2,0,0,1,11.54,Advance shipping
179320,76005,2018-01-14,2018-01-20,4,15,4,6,2,1,0,11.54,Late delivery
179319,76004,2018-01-14,2018-01-19,4,14,4,5,1,1,0,11.54,Late delivery
179318,76003,2018-01-14,2018-01-16,1,14,1,2,1,1,0,11.54,Late delivery
179317,76002,2018-01-14,2018-01-17,3,14,2,3,1,1,0,11.54,Late delivery
179316,76001,2018-01-14,2018-01-16,3,14,2,2,0,0,1,11.54,Shipping on time
179315,76000,2018-01-14,2018-01-20,3,14,2,6,4,1,0,11.54,Late delivery
179314,75999,2018-01-14,2018-01-14,2,14,0,0,0,0,1,11.54,Shipping on time
179313,75998,2018-01-14,2018-01-14,2,17,0,0,0,0,1,11.54,Shipping on time
179312,75997,2018-01-14,2018-01-14,2,15,0,0,0,0,1,11.54,Shipping on time
179311,75996,2018-01-14,2018-01-14,2,15,0,0,0,0,1,11.54,Shipping on time
179310,75995,2018-01-14,2018-01-20,4,15,4,6,2,1,0,11.54,Late delivery
179309,75994,2018-01-14,2018-01-19,4,17,4,5,1,1,0,11.54,Late delivery
179308,75993,2018-01-14,2018-01-18,4,17,4,4,0,0,1,11.54,Shipping on time
179307,75992,2018-01-14,2018-01-17,4,17,4,3,0,0,1,11.54,Advance shipping
179306,75991,2018-01-14,2018-01-16,4,17,4,2,0,0,1,11.54,Advance shipping
179305,75990,2018-01-14,2018-01-20,4,15,4,6,2,1,0,11.54,Late delivery
179304,75989,2018-01-14,2018-01-19,4,17,4,5,1,1,0,11.54,Late delivery
179303,75988,2018-01-14,2018-01-18,4,14,4,4,0,0,1,11.54,Shipping on time
179302,75987,2018-01-14,2018-01-17,3,14,2,3,1,0,1,11.54,Shipping canceled
179301,75986,2018-01-14,2018-01-16,3,16,2,2,0,0,1,11.54,Shipping on time
179300,75985,2018-01-14,2018-01-16,1,14,1,2,1,1,0,11.54,Late delivery
179299,75984,2018-01-14,2018-01-16,1,14,1,2,1,1,0,11.54,Late delivery
179298,75983,2018-01-14,2018-01-16,1,14,1,2,1,1,0,11.54,Late delivery
179297,75982,2018-01-14,2018-01-17,3,17,2,3,1,0,1,11.54,Shipping canceled
179296,75981,2018-01-14,2018-01-16,1,14,1,2,1,1,0,11.54,Late delivery
179295,75980,2018-01-14,2018-01-16,1,14,1,2,1,1,0,11.54,Late delivery
179294,75979,2018-01-14,2018-01-16,1,14,1,2,1,1,0,11.54,Late delivery
179293,75978,2018-01-14,2018-01-18,4,17,4,4,0,0,1,11.54,Shipping on time
179292,75977,2018-01-14,2018-01-17,4,16,4,3,0,0,1,11.54,Advance shipping
179291,75976,2018-01-14,2018-01-16,4,16,4,2,0,0,1,11.54,Advance shipping
179290,75975,2018-01-14,2018-01-20,4,16,4,6,2,0,1,11.54,Shipping canceled
179289,75974,2018-01-14,2018-01-19,4,16,4,5,1,1,0,11.54,Late delivery
179288,75973,2018-01-14,2018-01-18,4,15,4,4,0,0,1,11.54,Shipping on time
179287,75972,2018-01-14,2018-01-17,4,15,4,3,0,0,1,11.54,Advance shipping
179286,75971,2018-01-13,2018-01-15,4,17,4,2,0,0,1,11.54,Advance shipping
179285,75970,2018-01-13,2018-01-19,4,15,4,6,2,1,0,11.54,Late delivery
179284,75969,2018-01-13,2018-01-18,4,17,4,5,1,1,0,11.54,Late delivery
179283,75968,2018-01-13,2018-01-17,4,17,4,4,0,0,1,11.54,Shipping on time
179282,75967,2018-01-13,2018-01-16,4,17,4,3,0,0,1,11.54,Advance shipping
179281,75966,2018-01-13,2018-01-15,4,17,4,2,0,0,1,11.54,Advance shipping
179280,75965,2018-01-13,2018-01-15,1,17,1,2,1,1,0,11.54,Late delivery
179279,75964,2018-01-13,2018-01-15,1,17,1,2,1,1,0,11.54,Late delivery
179278,75963,2018-01-13,2018-01-14,2,14,0,1,1,0,1,11.54,Shipping canceled
179277,75962,2018-01-13,2018-01-16,4,17,4,3,0,0,1,11.54,Advance shipping
179276,75961,2018-01-13,2018-01-15,4,17,4,2,0,0,1,11.54,Advance shipping
179275,75960,2018-01-13,2018-01-19,4,17,4,6,2,1,0,11.54,Late delivery
179274,75959,2018-01-13,2018-01-18,4,17,4,5,1,1,0,11.54,Late delivery
179273,75958,2018-01-13,2018-01-17,4,17,4,4,0,0,1,11.54,Shipping on time
179272,75957,2018-01-13,2018-01-16,3,15,2,3,1,1,0,11.54,Late delivery
179271,75956,2018-01-13,2018-01-15,3,15,2,2,0,0,1,11.54,Shipping on time
179270,75955,2018-01-13,2018-01-19,3,17,2,6,4,1,0,11.54,Late delivery
179269,75954,2018-01-13,2018-01-18,4,17,4,5,1,1,0,11.54,Late delivery
179268,75953,2018-01-13,2018-01-15,1,14,1,2,1,1,0,11.54,Late delivery
179267,75952,2018-01-13,2018-01-16,3,17,2,3,1,1,0,11.54,Late delivery
179266,75951,2018-01-13,2018-01-15,1,15,1,2,1,1,0,11.54,Late delivery
179265,75950,2018-01-13,2018-01-15,1,15,1,2,1,1,0,11.54,Late delivery
179264,75949,2018-01-13,2018-01-18,3,15,2,5,3,0,1,11.54,Shipping canceled
179263,75948,2018-01-13,2018-01-15,1,15,1,2,1,1,0,11.54,Late delivery
179262,75947,2018-01-13,2018-01-15,1,15,1,2,1,1,0,11.54,Late delivery
179261,75946,2018-01-13,2018-01-15,1,15,1,2,1,1,0,11.54,Late delivery
179260,75945,2018-01-13,2018-01-19,4,15,4,6,2,1,0,11.54,Late delivery
179259,75944,2018-01-13,2018-01-18,4,16,4,5,1,1,0,11.54,Late delivery
179258,75943,2018-01-13,2018-01-17,4,16,4,4,0,0,1,11.54,Shipping on time
179257,75942,2018-01-13,2018-01-16,4,16,4,3,0,0,1,11.54,Advance shipping
179256,75941,2018-01-13,2018-01-15,4,16,4,2,0,0,1,11.54,Advance shipping
179255,75940,2018-01-13,2018-01-19,4,16,4,6,2,1,0,11.54,Late delivery
176789,73474,2017-12-08,2017-12-13,4,14,4,5,1,1,0,11.54,Late delivery
176788,73473,2017-12-08,2017-12-10,1,17,1,2,1,0,1,11.54,Shipping canceled
176787,73472,2017-12-08,2017-12-11,4,17,4,3,0,0,1,11.54,Advance shipping
176786,73471,2017-12-08,2017-12-10,4,17,4,2,0,0,1,11.54,Advance shipping
176785,73470,2017-12-08,2017-12-14,4,17,4,6,2,1,0,11.54,Late delivery
176784,73469,2017-12-08,2017-12-13,4,15,4,5,1,1,0,11.54,Late delivery
176783,73468,2017-12-08,2017-12-12,4,15,4,4,0,0,1,11.54,Shipping on time
176782,73467,2017-12-08,2017-12-11,4,15,4,3,0,0,1,11.54,Shipping canceled
176781,73466,2017-12-08,2017-12-10,4,17,4,2,0,0,1,11.54,Advance shipping
176780,73465,2017-12-08,2017-12-14,4,17,4,6,2,1,0,11.54,Late delivery
176779,73464,2017-12-08,2017-12-13,4,17,4,5,1,1,0,11.54,Late delivery
176778,73463,2017-12-08,2017-12-12,4,16,4,4,0,0,1,11.54,Shipping on time
176777,73462,2017-12-08,2017-12-11,4,14,4,3,0,0,1,11.54,Advance shipping
176776,73461,2017-12-08,2017-12-10,4,14,4,2,0,0,1,11.54,Advance shipping
176775,73460,2017-12-08,2017-12-10,1,14,1,2,1,1,0,11.54,Late delivery
176774,73459,2017-12-08,2017-12-10,1,16,1,2,1,1,0,11.54,Late delivery
176773,73458,2017-12-08,2017-12-10,1,14,1,2,1,1,0,11.54,Late delivery
176772,73457,2017-12-08,2017-12-10,1,17,1,2,1,1,0,11.54,Late delivery
176771,73456,2017-12-08,2017-12-10,4,16,4,2,0,0,1,11.54,Advance shipping
176770,73455,2017-12-08,2017-12-14,4,14,4,6,2,1,0,11.54,Late delivery
176769,73454,2017-12-08,2017-12-13,4,14,4,5,1,1,0,11.54,Late delivery
176768,73453,2017-12-08,2017-12-12,4,14,4,4,0,0,1,11.54,Shipping on time
176767,73452,2017-12-08,2017-12-11,4,17,4,3,0,0,1,11.54,Advance shipping
176766,73451,2017-12-08,2017-12-10,4,17,4,2,0,0,1,11.54,Advance shipping
176765,73450,2017-12-08,2017-12-14,4,17,4,6,2,1,0,11.54,Late delivery
176764,73449,2017-12-08,2017-12-13,4,17,4,5,1,0,1,11.54,Shipping canceled
176763,73448,2017-12-08,2017-12-12,4,17,4,4,0,0,1,11.54,Shipping on time
176762,73447,2017-12-08,2017-12-11,4,15,4,3,0,0,1,11.54,Advance shipping
176761,73446,2017-12-08,2017-12-10,4,15,4,2,0,0,1,11.54,Advance shipping
176760,73445,2017-12-08,2017-12-14,4,15,4,6,2,1,0,11.54,Late delivery
176759,73444,2017-12-08,2017-12-13,4,15,4,5,1,1,0,11.54,Late delivery
176758,73443,2017-12-08,2017-12-12,4,15,4,4,0,0,1,11.54,Shipping on time
176757,73442,2017-12-08,2017-12-11,4,17,4,3,0,0,1,11.54,Advance shipping
176756,73441,2017-12-08,2017-12-10,4,17,4,2,0,0,1,11.54,Advance shipping
176755,73440,2017-12-08,2017-12-14,4,17,4,6,2,0,1,11.54,Shipping canceled
176754,73439,2017-12-08,2017-12-13,4,15,4,5,1,1,0,11.54,Late delivery
176753,73438,2017-12-08,2017-12-12,4,17,4,4,0,0,1,11.54,Shipping on time
176752,73437,2017-12-07,2017-12-10,4,17,4,3,0,0,1,11.54,Advance shipping
176751,73436,2017-12-07,2017-12-09,4,17,4,2,0,0,1,11.54,Advance shipping
176750,73435,2017-12-07,2017-12-13,4,17,4,6,2,1,0,11.54,Late delivery
176749,73434,2017-12-07,2017-12-12,4,14,4,5,1,1,0,11.54,Late delivery
176748,73433,2017-12-07,2017-12-11,3,14,2,4,2,1,0,11.54,Late delivery
176747,73432,2017-12-07,2017-12-09,1,16,1,2,1,1,0,11.54,Late delivery
176746,73431,2017-12-07,2017-12-09,1,14,1,2,1,1,0,11.54,Late delivery
176745,73430,2017-12-07,2017-12-08,2,14,0,1,1,1,0,11.54,Late delivery
176744,73429,2017-12-07,2017-12-12,4,14,4,5,1,1,0,11.54,Late delivery
176743,73428,2017-12-07,2017-12-11,4,14,4,4,0,0,1,11.54,Shipping on time
176742,73427,2017-12-07,2017-12-10,4,17,4,3,0,0,1,11.54,Advance shipping
176741,73426,2017-12-07,2017-12-09,4,17,4,2,0,0,1,11.54,Advance shipping
176740,73425,2017-12-07,2017-12-13,4,14,4,6,2,1,0,11.54,Late delivery
176739,73424,2017-12-07,2017-12-12,4,14,4,5,1,1,0,11.54,Late delivery
176738,73423,2017-12-07,2017-12-11,4,14,4,4,0,0,1,11.54,Shipping on time
176737,73422,2017-12-07,2017-12-10,4,17,4,3,0,0,1,11.54,Advance shipping
176736,73421,2017-12-07,2017-12-09,4,17,4,2,0,0,1,11.54,Advance shipping
176735,73420,2017-12-07,2017-12-13,4,17,4,6,2,1,0,11.54,Late delivery
176734,73419,2017-12-07,2017-12-12,4,17,4,5,1,1,0,11.54,Late delivery
176733,73418,2017-12-07,2017-12-11,4,17,4,4,0,0,1,11.54,Shipping on time
176732,73417,2017-12-07,2017-12-10,4,17,4,3,0,0,1,11.54,Advance shipping
176731,73416,2017-12-07,2017-12-09,4,17,4,2,0,0,1,11.54,Advance shipping
176730,73415,2017-12-07,2017-12-13,4,17,4,6,2,1,0,11.54,Late delivery
176729,73414,2017-12-07,2017-12-12,4,17,4,5,1,1,0,11.54,Late delivery
176728,73413,2017-12-07,2017-12-11,3,17,2,4,2,1,0,11.54,Late delivery
176727,73412,2017-12-07,2017-12-09,1,16,1,2,1,1,0,11.54,Late delivery
176726,73411,2017-12-07,2017-12-09,1,17,1,2,1,0,1,11.54,Shipping canceled
176725,73410,2017-12-07,2017-12-09,1,14,1,2,1,1,0,11.54,Late delivery
176724,73409,2017-12-07,2017-12-09,1,15,1,2,1,1,0,11.54,Late delivery
176723,73408,2017-12-07,2017-12-09,1,15,1,2,1,1,0,11.54,Late delivery
176722,73407,2017-12-07,2017-12-09,1,17,1,2,1,0,1,11.54,Shipping canceled
176721,73406,2017-12-07,2017-12-09,1,17,1,2,1,1,0,11.54,Late delivery
176720,73405,2017-12-07,2017-12-09,1,17,1,2,1,1,0,11.54,Late delivery
176719,73404,2017-12-07,2017-12-09,1,17,1,2,1,1,0,11.54,Late delivery
176718,73403,2017-12-07,2017-12-09,1,17,1,2,1,1,0,11.54,Late delivery
176717,73402,2017-12-07,2017-12-10,4,14,4,3,0,0,1,11.54,Advance shipping
176716,73401,2017-12-07,2017-12-09,3,14,2,2,0,0,1,11.54,Shipping on time
176715,73400,2017-12-07,2017-12-13,3,14,2,6,4,1,0,11.54,Late delivery
176714,73399,2017-12-07,2017-12-12,3,14,2,5,3,1,0,11.54,Late delivery
176713,73398,2017-12-07,2017-12-07,2,14,0,0,0,0,1,11.54,Shipping on time
176712,73397,2017-12-07,2017-12-07,2,14,0,0,0,0,1,11.54,Shipping on time
176711,73396,2017-12-07,2017-12-07,2,14,0,0,0,0,1,11.54,Shipping on time
176710,73395,2017-12-07,2017-12-13,4,14,4,6,2,1,0,11.54,Late delivery
176709,73394,2017-12-07,2017-12-12,4,14,4,5,1,1,0,11.54,Late delivery
176708,73393,2017-12-07,2017-12-11,4,14,4,4,0,0,1,11.54,Shipping on time
176707,73392,2017-12-07,2017-12-10,3,14,2,3,1,1,0,11.54,Late delivery
176706,73391,2017-12-07,2017-12-09,3,17,2,2,0,0,1,11.54,Shipping on time
176705,73390,2017-12-07,2017-12-09,1,14,1,2,1,1,0,11.54,Late delivery
176704,73389,2017-12-07,2017-12-09,1,15,1,2,1,1,0,11.54,Late delivery
176703,73388,2017-12-07,2017-12-09,1,15,1,2,1,1,0,11.54,Late delivery
176702,73387,2017-12-07,2017-12-10,4,15,4,3,0,0,1,11.54,Advance shipping
176701,73386,2017-12-07,2017-12-09,4,15,4,2,0,0,1,11.54,Advance shipping
176700,73385,2017-12-07,2017-12-13,4,15,4,6,2,1,0,11.54,Late delivery
176699,73384,2017-12-07,2017-12-12,4,16,4,5,1,1,0,11.54,Late delivery
176698,73383,2017-12-07,2017-12-09,1,16,1,2,1,1,0,11.54,Late delivery
176697,73382,2017-12-07,2017-12-10,4,15,4,3,0,0,1,11.54,Advance shipping
176696,73381,2017-12-07,2017-12-09,4,15,4,2,0,0,1,11.54,Advance shipping
176695,73380,2017-12-07,2017-12-13,4,14,4,6,2,1,0,11.54,Late delivery
176694,73379,2017-12-07,2017-12-12,4,14,4,5,1,0,1,11.54,Shipping canceled
176693,73378,2017-12-07,2017-12-11,4,14,4,4,0,0,1,11.54,Shipping on time
176692,73377,2017-12-07,2017-12-10,4,14,4,3,0,0,1,11.54,Advance shipping
176691,73376,2017-12-07,2017-12-09,4,15,4,2,0,0,1,11.54,Advance shipping
176690,73375,2017-12-07,2017-12-13,3,15,2,6,4,1,0,11.54,Late delivery
176689,73374,2017-12-07,2017-12-12,3,15,2,5,3,1,0,11.54,Late delivery
176688,73373,2017-12-07,2017-12-11,3,15,2,4,2,1,0,11.54,Late delivery
176687,73372,2017-12-07,2017-12-10,3,16,2,3,1,1,0,11.54,Late delivery
176686,73371,2017-12-07,2017-12-09,4,17,4,2,0,0,1,11.54,Advance shipping
176685,73370,2017-12-07,2017-12-13,4,16,4,6,2,1,0,11.54,Late delivery
176684,73369,2017-12-07,2017-12-12,4,16,4,5,1,1,0,11.54,Late delivery
176683,73368,2017-12-06,2017-12-10,4,16,4,4,0,0,1,11.54,Shipping on time
176682,73367,2017-12-06,2017-12-07,2,14,0,1,1,1,0,11.54,Late delivery
176681,73366,2017-12-06,2017-12-07,2,14,0,1,1,1,0,11.54,Late delivery
176680,73365,2017-12-06,2017-12-07,2,17,0,1,1,1,0,11.54,Late delivery
176679,73364,2017-12-06,2017-12-11,3,17,2,5,3,1,0,11.54,Late delivery
176678,73363,2017-12-06,2017-12-08,1,17,1,2,1,1,0,11.54,Late delivery
176677,73362,2017-12-06,2017-12-08,1,17,1,2,1,1,0,11.54,Late delivery
176676,73361,2017-12-06,2017-12-08,1,15,1,2,1,1,0,11.54,Late delivery
176675,73360,2017-12-06,2017-12-08,1,17,1,2,1,1,0,11.54,Late delivery
176674,73359,2017-12-06,2017-12-11,4,16,4,5,1,0,1,11.54,Shipping canceled
176673,73358,2017-12-06,2017-12-10,4,16,4,4,0,0,1,11.54,Shipping on time
176672,73357,2017-12-06,2017-12-09,4,16,4,3,0,0,1,11.54,Advance shipping
176671,73356,2017-12-06,2017-12-08,4,16,4,2,0,0,1,11.54,Advance shipping
176670,73355,2017-12-06,2017-12-12,4,16,4,6,2,1,0,11.54,Late delivery
176669,73354,2017-12-06,2017-12-11,4,17,4,5,1,1,0,11.54,Late delivery
176668,73353,2017-12-06,2017-12-08,1,17,1,2,1,1,0,11.54,Late delivery
176667,73352,2017-12-06,2017-12-07,2,17,0,1,1,1,0,11.54,Late delivery
176666,73351,2017-12-06,2017-12-08,4,16,4,2,0,0,1,11.54,Advance shipping
